"SKU","UPC","DESCRIPTION","STYLE","COLOR","SIZE","WHOLESALE_PRICE","DISCONTINUED","CLEARANCE","QTY_AVAILABLE","REPLENISH_DATE"
"82052","840295120546","2 PC. SWIMWEAR SET","82052","ROYAL BLUE","O/S","7.95","No","No","758",""
"82062","840295145143","2 PC SWIMWEAR SET","82062","STRIPES","O/S","10.95","No","No","567",""
"82064","840295120553","2 PC. SWIMWEAR SET","82064","MULTI","O/S","10.95","No","No","1057",""
"82065","840295120560","2 PC. SWIMWEAR SET","82065","BLACK","O/S","10.95","No","No","986",""
"82067","840295125404","2 PC. SWIMWEAR SET","82067","TAN","O/S","10.95","No","No","1117",""
"82072","840295120577","1 PC. MONOKINI SWIMWEAR","82072","MULTI","O/S","7.49","No","No","871",""
"82099","840295134253","SEXY PRINCESS COSTUME","82099","ROYAL BLUE/YELLOW","O/S","11.95","No","No","589",""
"82106","840295125152","CAMISETTE & CROTCHLESS G-STRIN","82106","BLACK","O/S","10.2","No","No","1130",""
"82110","840295125169","4 PC. BRALETTE SET","82110","RED","O/S","9.5","No","No","391",""
"82111","840295125176","BRALETTE AND BRAZILIAN PANTY","82111","PURPLE","O/S","8.4","Yes","No","0",""
"82127","840295134147","SHORT SLEEVE CROCHET BODYSTOCK","82127","BURGUNDY","O/S","7.7","No","No","569",""
"82133","840295125237","FISHNET SUSPENDER BODYSTOCKING","82133","ROYAL BLUE","O/S","8.3","No","No","754",""
"82136","840295125251","OFF THE SHOULDER BODYSTOCKING","82136","BLACK","O/S","7.95","No","No","129",""
"82137","840295134659","2 PC SWIMWEAR SET","82137","PURPLE","O/S","9.95","No","No","462",""
"82139","840295130286","2 PC SWIMWEAR","82139","NEON  PINK","O/S","13.95","No","No","272",""
"82153","840295130293","2 PC SWIMWEAR","82153","BLACK/WHITE","O/S","10.95","No","No","1021",""
"82155","840295134666","1 PC MONOKINI SWIMWEAR","82155","LEOPARD","O/S","11.95","No","No","15",""
"82156","840295130309","2 PC SWIMWEAR","82156","TURQUOISE","O/S","12.95","No","No","468","07/19/19"
"82158","840295125411","2 PC. SWIMWEAR SET","82158","WHITE","O/S","9.95","No","No","100",""
"82164","840295134673","1 PC MONOKINI SWIMWEAR","82164","MULTI","O/S","9.95","No","No","412",""
"82165","840295125282","BRALETTE AND BOOTY SHORTS","82165","BURGUNDY","O/S","6.95","No","No","0",""
"82167","840295134680","2 PC SWIMWEAR SET","82167","ROYAL BLUE","O/S","9.95","No","No","638",""
"82169","840295125503","FRISKY OFFICER COSTUME","82169","ROYAL BLUE","O/S","13.95","No","No","205","07/14/18"
"82173","840295134697","2 PC SWIMWEAR SET","82173","POLKA DOT","O/S","9.95","No","No","592",""
"82177","840295125459","1 PC. MONOKINI SWIMWEAR","82177","BLACK","O/S","12.95","No","No","0",""
"82178","840295125466","1 PC. MONOKINI SWIMWEAR","82178","WHITE","O/S","10.95","No","No","793",""
"82186","840295125473","2 PC SWIMWEAR SET","82186","FLORAL","O/S","7.95","Yes","No","0",""
"82204","840295125664","MEN'S G-STRING POUCH W/ T BACK","82204","CAMOUFLAGE","O/S","4.25","No","No","305",""
"82209","840295130316","2PC SWIMWEAR","82209","CHARTREUSE","O/S","12.95","No","No","270",""
"82210","840295130323","2PC SWIMWEAR","82210","GOLD","O/S","9.95","No","No","496",""
"82213","84029513033","2 PIECE SWIMWEAR","82213","ROYAL BLUE LAME","O/S","13.95","No","No","726",""
"82218","840295134703","2 PC SWIMWEAR SET","82218","WHITE","O/S","8.95","No","No","99",""
"82219","840295130347","2 PIECE SWIMWEAR SET","82219","NEON PINK","O/S","10.95","No","No","444",""
"82223","840295130354","3 PIECE SWIMWEAR SET","82223","BLACK","O/S","10.95","No","No","206",""
"82224","840295134710","2 PC SWIMWEAR SET","82224","ROYAL BLUE","O/S","11.95","Yes","No","0",""
"82242","840295130583","LACE TEDDY MASK & GLOVES","82242","RED","O/S","10.95","No","No","949",""
"82262","840295134154","CROCHET BODYSTACKING W/GLOVES","82262","BLACK","O/S","8.95","No","No","903",""
"82267","840295130361","1 PIECE MONOKINI","82267","BLACK","O/S","18.95","No","No","1017",""
"82270","840295134161","LONG SLEEVE LACE AND OPAQUE TE","82270","BLACK","O/S","7.6","No","No","432",""
"82271","840295134178","LACE AND OPAQUE THIGH HI'S","82271","BLACK","O/S","6.6","No","No","369",""
"82282","840295134727","2 PC SWIMWEAR SET","82282","RED","O/S","10.95","No","No","319",""
"82287","840295130378","2 PC SWIMWEAR SET","82287","RED","OS","8.95","No","No","868",""
"82294","840295145150","2 PC SWIMWEAR SET","82294","PURPLE","O/S","11.95","No","No","654",""
"82297","840295134246","LONG SLEEVE CROCHET TEDDY","82297","RED","O/S","7.7","No","No","80",""
"82300","840295145563","LONG SLEEVE LACE TEDDY","82300","NEON PINK","O/S","7.95","No","No","700",""
"82301","840295135595","LONG SLEEVE LACE TEDDY","82301","RED","O/S","9.95","No","No","420",""
"82304","840295134819","MEN'S SUSPENDER POUCH","82304","TURQUOISE","O/S","6.95","No","No","88",""
"82308","840295134826","MENS STRIPED MESH G-STRING POU","82308","BLACK","O/S","5.95","No","No","358",""
"82315","840295134192","LONG SLEEVE CROCHET TEDDY","82315","RED","O/S","6.9","No","No","712",""
"82319","840295134208","OFF THE SHOULDER CROCHET TEDDY","82319","ROYAL BLUE","O/S","7.85","No","No","379",""
"82327","840295145167","2 PC SWIMWEAR SET","82327","WHITE","O/S","10.95","No","No","952",""
"82328","840295134222","LONG SLEEVE CROCHET LACE TEDDY","82328","BLACK","O/S","7.9","No","No","191",""
"82348","840295134970","2PC SWIMWEAR SET","82348","BLACK","O/S","8.95","No","No","377",""
"82352","840295145501","CROCHET MINI DRESS","82352","NEON PINK","O/S","6.85","No","No","986",""
"82357","840295145259","2 PC SWIMWEAR SET","82357","WHITE FOIL PRINT","O/S","8.95","No","No","337",""
"82358","840295145266","1 PC MONOKINI","82358","WHITE FOIL PRINT","O/S","10.95","No","No","480","04/15/22"
"82368","840295145174","2 PC SWIMWEAR SET","82368","COPPER","O/S","10.95","No","No","546",""
"82369","840295145181","1 PC MONOKINI","82369","BLACK","O/S","10.95","No","No","705",""
"82379","840295145112","SCHOOL DAZE","82379","PLAID","O/S","13.95","No","No","282","03/01/24"
"82385","840295145525","LACE ROMPER","82385","CHARTREUSE","O/S","10.5","No","No","1262",""
"82396","840295145198","2 PC SWIMWEAR SET","82396","WHITE","O/S","9.95","No","No","691","04/15/22"
"82401","840295145105","FEISTY KITTY","82401","LEOPARD","O/S","12.95","No","No","309",""
"82417","840295145099","FLIRTY MAID","82417","BLACK/WHITE","O/S","11.95","No","No","632",""
"82456","840295142395","MINI DRESS W/ FRINGE","82456","TIE DYE","O/S","6.5","No","No","75",""
"82457","840295142401","CAMI & BOOTY SHORTS W/ FRINGE","82457","TIE DYE","O/S","6.5","No","No","337",""
"82459","840295145204","BLACK 2 PC SWIMWEAR SET","82459","BLACK","O/S","8.95","No","No","466",""
"82467","840295145235","2 PC SWIMWEAR SET","82467","TIE DYE PRINT","O/S","10.95","No","No","494",""
"82469","840295145242","2 PC SWIMWEAR SET","82469","FLORAL PRINT","O/S","10.95","No","No","562",""
"82470","840295145570","2 PIECE FENCE NET SET","82470","NEON PINK","O/S","7.95","No","No","531",""
"82480","840295145082","NAUGHTY NURSE","82480","WHITE","O/S","13.95","No","No","546",""
"82488","840295145136","MISCHEVIOUS MOUSE","82488","RED","O/S","10.95","No","No","982",""
"82489","840295145518","LONG SLEEVE/DIAMOND NET TOP &","82489","CHARTREUSE","O/S","6.3","No","No","841",""
"82490","840295145532","CROCHET TEDDY","82490","NEON ORANGE","O/S","6","No","No","978",""
"82921","840295125756","MEN'S SUSPENDER POUCH","82921","BLACK","O/S","6.95","No","No","577",""
"82922","840295125763","MEN'S G-STRING POUCH W/ T BACK","82922","BLACK","O/S","3.95","No","No","735",""
"88012","840295098708","2 PC. SWIMWEAR SET","88012","WHITE","O/S","7.95","No","No","154",""
"88040","840295112954","MINI DRESS W/ FRINGE","88040","WHITE","O/S","6.5","No","No","752",""
"88041","840295098579","CAMI & BOOTY SHORTS W/ FRINGE","88041","WHITE","O/S","6.25","No","No","300",""
"J1318SALE","846073044059","RHINESTONE TIE","J1318","RHINESTONE","O/S","6","Yes","Yes","61",""
"L1110","846073033343","BRA & G-STRING W/ LACE UP FRON","L1110","BLACK","O/S","15","No","No","20",""
"L1112","846073033367","STUDDED BRA AND G-STRING","L1112","BLACK","O/S","15","No","No","4","12/30/23"
"L1130","846073033411","CHAIN BRA AND G-STRING WITH LE","L1130","BLACK","O/S","26","No","No","10",""
"L1130X","846073033428","CHAIN BRA AND G-STRING WITH LE","L1130X","BLACK","Q/S","28","No","No","17",""
"L1131","846073033435","CHAIN BRA W/ LEATHER AND THONG","L1131","BLACK","O/S","39","No","No","6","02/15/24"
"L1134","846073033473","LEATHER BRA & G-STRING W/ RING","L1134","BLACK","O/S","17","No","No","14","12/30/23"
"L1142","840295100463","HALTER CAMI W/SIDE TIE PANTY","L1142","BLACK","O/S","19.95","No","No","13","12/30/23"
"L1142X","840295101088","HALTER CAMI W/SIDE TIE PANTY","L1142X","BLACK","Q/S","20.95","No","No","15",""
"L1159","840295106755","LEATHER CHAIN BRA AND THONG","L1159","BLACK","O/S","28","No","No","0",""
"L1162-L","840295118611","BRA, GARTER BELT & G-STRING","L1162","BLACK","L","17","No","No","14","01/15/20"
"L1162-M","840295118604","BRA, GARTER BELT & G-STRING","L1162","BLACK","M","17","No","No","18",""
"L1162-S","840295118598","BRA, GARTER BELT & G-STRING","L1162","BLACK","S","17","No","No","12",""
"L1162-XL","840295118628","BRA, GARTER BELT & G-STRING","L1162","BLACK","XL","17","No","No","9",""
"L1182","840295129136","OPEN BUST BRA & BOOTY SHORTS","L1182","BLACK","O/S","19.95","No","No","14",""
"L1182X","840295129143","OPEN BUST BRA & BOOTY SHORTS","L1182X","BLACK","Q/S","20.95","No","No","5",""
"L1184-L","840295124186","CAMISETTE & CROTCHLESS G-STRIN","L1184","BLACK","L","15.5","No","No","42",""
"L1184-M","840295124179","CAMISETTE & CROTCHLESS G-STRIN","L1184","BLACK","M","15.5","No","No","21",""
"L1184-S","840295124162","CAMISETTE & CROTCHLESS G-STRIN","L1184","BLACK","S","15.5","No","No","40","03/10/21"
"L1184-XL","840295124193","CAMISETTE & CROTCHLESS G-STRIN","L1184","BLACK","XL","15.5","No","No","20",""
"L1189","840295124209","LEATHER BRA & PANTY","L1189","BLACK","O/S","10.5","No","No","14","03/10/21"
"L1193X-1X","840295132099","LEATHER 2PC BRA SET","L1193X","BLACK","1X","14.95","No","No","23",""
"L1193X-2X","840295133881","LEATHER 2PC BRA SET","L1193X","BLACK","2X","14.95","No","No","13",""
"L1193X-3X","840295133898","LEATHER 2PC BRA SET","L1193X","BLACK","3X","14.95","No","No","9",""
"L1193-L","840295133874","LEATHER 2PC BRA SET","L1193","BLACK","L","13.95","No","No","25",""
"L1193-M","840295133867","LEATHER 2PC BRA SET","L1193","BLACK","M","13.95","No","No","0","12/30/23"
"L1193-S","840295132082","LEATHER 2PC BRA SET","L1193","BLACK","S","13.95","No","No","7",""
"L1195-L","840295139906","2 PC LEATHER SET","L1195","BLACK","L","17.95","No","No","19",""
"L1195-M","840295139890","2 PC LEATHER SET","L1195","BLACK","M","17.95","No","No","0","02/15/24"
"L1195-S","840295139883","2 PC LEATHER SET","L1195","BLACK","S","17.95","No","No","21",""
"L1195-XL","840295139913","2 PC LEATHER SET","L1195","BLACK","XL","17.95","No","No","8","02/15/24"
"L1196","840295132105","LEATHER & FISHNET 2 PIECE SET","L1196","BLACK","O/S","12.95","No","No","16",""
"L1199X-1X","840295132129","LEATHER AND FISHNET 2PC SET","L1199X","BLACK","1X","13.95","No","No","20",""
"L1199X-2X","840295133928","LEATHER AND FISHNET 2PC SET","L1199X","BLACK","2X","13.95","No","No","32",""
"L1199X-3X","840295133935","LEATHER AND FISHNET 2PC SET","L1199X","BLACK","3X","13.95","No","No","31",""
"L1199-L","840295133911","LEATHER AND FISHNET 2PC SET","L1199","BLACK","L","12.95","No","No","12",""
"L1199-M","840295133904","LEATHER AND FISHNET 2PC SET","L1199","BLACK","M","12.95","No","No","21",""
"L1199-S","840295132112","LEATHER AND FISHNET 2PC SET","L1199","BLACK","S","12.95","No","No","19",""
"L1200X-1X","840295132341","LEATHER 2PC DEMI BRA SET","L1200X","BLACK","1X","14.95","No","No","15",""
"L1200X-2X","840295133966","LEATHER 2PC DEMI BRA SET","L1200X","BLACK","2X","14.95","No","No","23",""
"L1200X-3X","840295133973","LEATHER 2PC DEMI BRA SET","L1200X","BLACK","3X","14.95","No","No","10",""
"L1200-L","840295133959","LEATHER 2PC DEMI BRA SET","L1200","BLACK","L","13.95","No","No","19",""
"L1200-M","840295133942","LEATHER 2PC DEMI BRA SET","L1200","BLACK","M","13.95","No","No","34",""
"L1200-S","840295132334","LEATHER 2PC DEMI BRA SET","L1200","BLACK","S","13.95","No","No","27",""
"L1203","840295132075","CHAIN BRA & G-STRING","L1203","BLACK","O/S","17.95","No","No","18",""
"L1205-L","840295144474","2 PC LEATHER HARNESS SET","L1205","BLACK","L","14.95","No","No","34",""
"L1205-M","840295144467","2 PC LEATHER HARNESS SET","L1205","BLACK","M","14.95","No","No","29",""
"L1205-S","840295144450","2 PC LEATHER HARNESS SET","L1205","BLACK","S","14.95","No","No","26",""
"L1205-XL","840295144481","2 PC LEATHER HARNESS SET","L1205","BLACK","XL","14.95","No","No","22",""
"L1207","840295139920","2 PC CAGED LEATHER SET","L1207","BLACK","O/S","26.95","No","No","49",""
"L1213","840295144498","2 PC LEATHER SET","L1213","BLACK","O/S","17.95","No","No","22",""
"L1214","840295144504","2 PC LEATHER BRA SET","L1214","BLACK","O/S","10.95","No","No","24",""
"L1216","840295144511","2 PC LEATHER BRA SET","L1216","BLACK","O/S","15.95","No","No","0","12/30/23"
"L1217","840295144535","2 PC LEATHER HARNESS SET","L1217","BLACK","O/S","17.95","No","No","6","02/15/24"
"L1220","840295148014","2 PC LEATHER CHAIN SET","L1220","BLACK","O/S","24.95","No","No","35",""
"L1225","840295144542","2 PC CHAIN BRA & G-STRING","L1225","BLACK","O/S","22.95","No","No","9","02/15/24"
"L1229","840295148021","2 PC LEATHER HARNESS SET","L1229","BLACK","O/S","13.95","No","No","19",""
"L1230","840295148038","2 PC LEATHER SET","L1230","BLACK","O/S","12.95","No","No","38",""
"L1232","846073033534","OPEN BUST BRA AND G-STRING","L1232","BLACK","O/S","22","No","No","15",""
"L1232X","846073086066","OPEN BUST BRA AND G-STRING","L1232X","BLACK","Q/S","23","No","No","21",""
"L1233-L","840295148069","2 PC LEATHER TOP & SKIRT","L1233","BLACK","L","12.95","No","No","14",""
"L1233-M","840295148052","2 PC LEATHER TOP & SKIRT","L1233","BLACK","M","12.95","No","No","16",""
"L1233-S","840295148045","2 PC LEATHER TOP & SKIRT","L1233","BLACK","S","12.95","No","No","11",""
"L1233-XL","840295148076","2 PC LEATHER TOP & SKIRT","L1233","BLACK","XL","12.95","No","No","14",""
"L1240","840295148007","2 PC LEATHER SET","L1240","BLACK","O/S","14.95","No","No","9","02/15/24"
"L1937","846073062466","LEATHER BRA,G-STRING & GLOVES","L1937","BLACK","O/S","26","No","No","0","12/30/23"
"L1939","846073085373","BRA AND THONG W/ CHAIN DETAIL","L1939","BLACK","O/S","27.95","No","No","7",""
"L1939X","846073085380","BRA AND THONG W/ CHAIN DETAIL","L1939X","BLACK","Q/S","28.95","No","No","18",""
"L1950-L","840295124247","LEATHER BRA W/BUCKLE DETAIL","L1950","BLACK","L","15.5","No","No","11","02/15/24"
"L1950-M","840295124230","LEATHER BRA W/BUCKLE DETAIL","L1950","BLACK","M","15.5","No","No","0","02/15/24"
"L1950-S","840295124223","LEATHER BRA W/BUCKLE DETAIL","L1950","BLACK","S","15.5","No","No","15",""
"L1950-XL","840295124254","LEATHER BRA W/BUCKLE DETAIL","L1950","BLACK","XL","15.5","No","No","15",""
"L1952","840295100531","HARNESS & G-STRING W/ NAIL HEA","L1952","BLACK","O/S","19.95","No","No","19",""
"L1952X","840295101118","HARNESS & G-STRING W/ NAIL HEA","L1952X","BLACK","Q/S","20.95","No","No","0",""
"L1983","846073036863","FISHNET BRA & G-STRING","L1983","BLACK","O/S","9.5","No","No","26",""
"L2106","846073034463","STRAPPY TEDDY WITH 'O' RING","L2106","BLACK","O/S","20","No","No","7","02/15/24"
"L2106X","846076034477","STRAPPY TEDDY WITH 'O' RING","L2106X","BLACK","Q/S","21","No","No","18",""
"L2136","846073034692","FISHNET TEDDY W/ LEATHER TRIM ","L2136","BLACK","O/S","15","No","No","19",""
"L2216","846073035071","OPEN BUST TEDDY W/ NAIL HEADS","L2216","BLACK","O/S","21","No","No","19",""
"L2216X","846073086059","OPEN BUST TEDDY W/ NAIL HEADS","L2216X","BLACK","Q/S","22","No","No","0","12/30/23"
"L2256","840295105505","LEATHER TEDDY W/ BUCKLE DETAIL","L2256","BLACK","O/S","21","No","No","12","02/15/24"
"L2258","840295106847","STUDDED THONG BACK TEDDY","L2258","BLACK","O/S","12","No","No","0",""
"L2268X-1X","840295118666","CUPLESS TEDDY W/ LACE UP FRONT","L2268X","BLACK","1X","23","No","No","0",""
"L2268X-2X","840295118673","CUPLESS TEDDY W/ LACE UP FRONT","L2268X","BLACK","2X","23","No","No","0",""
"L2268X-3X","840295118680","CUPLESS TEDDY W/ LACE UP FRONT","L2268X","BLACK","3X","23","No","No","0",""
"L2268-L","840295118659","CUPLESS TEDDY W/ LACE UP FRONT","L2268","BLACK","L","22","No","No","14",""
"L2268-M","840295118642","CUPLESS TEDDY W/ LACE UP FRONT","L2268","BLACK","M","22","No","No","11",""
"L2268-S","840295118635","CUPLESS TEDDY W/ LACE UP FRONT","L2268","BLACK","S","22","No","No","17",""
"L2280","840295129150","LEATHER HALTER NECK TEDDY","L2280","BLACK","O/S","12.95","No","No","16",""
"L2282","840295129129","LEATHER & LACE STRING TEDDY","L2282","BLACK","O/S","12.95","No","No","8",""
"L2290","840295139937","LEATHER TEDDY","L2290","BLACK","O/S","13.95","No","No","0","12/30/23"
"L2290X","840295144559","LEATHER TEDDY","L2290X","BLACK","Q/S","14.95","No","No","26",""
"L2304","840295148083","MESH & LEATHER TEDDY","L2304","BLACK","O/S","14.95","No","No","25",""
"L2419","846073062213","LEATHER AND LACE TEDDY","L2419","BLACK","O/S","12","No","No","0","02/15/24"
"L3141X-40","840295118734","LEATHER BUSTIER W/ BUCKLES","L3141X","BLACK","40","46","No","No","14",""
"L3141X-42","840295118741","LEATHER BUSTIER W/ BUCKLES","L3141X","BLACK","42","46","No","No","15",""
"L3141X-44","840295118758","LEATHER BUSTIER W/ BUCKLES","L3141X","BLACK","44","46","No","No","12",""
"L3141-32","840295118697","LEATHER BUSTIER W/ BUCKLES","L3141","BLACK","32","45","No","No","24",""
"L3141-34","840295118703","LEATHER BUSTIER W/ BUCKLES","L3141","BLACK","34","45","No","No","0","12/30/23"
"L3141-36","840295118710","LEATHER BUSTIER W/ BUCKLES","L3141","BLACK","36","45","No","No","12",""
"L3141-38","840295118727","LEATHER BUSTIER W/ BUCKLES","L3141","BLACK","38","45","No","No","12",""
"L3153X-40SALE","840295112121","CUPLESS CORSET W/WIDE COLLAR","L3153X","BLACK/RED","40","23","Yes","No","0",""
"L3153X-42SALE","840295112138","CUPLESS CORSET W/WIDE COLLAR","L3153X","BLACK/RED","42","23","Yes","No","0",""
"L3153X-44SALE","840295112145","CUPLESS CORSET W/WIDE COLLAR","L3153X","BLACK/RED","44","23","Yes","No","0",""
"L3153-32","840295112084","CUPLESS CORSET W/WIDE COLLAR","L3153","BLACK/RED","32","45","No","No","0","12/30/23"
"L3153-34","840295112091","CUPLESS CORSET W/WIDE COLLAR","L3153","BLACK/RED","34","45","No","No","4","05/15/19"
"L3153-36","840295112107","CUPLESS CORSET W/WIDE COLLAR","L3153","BLACK/RED","36","45","No","No","21",""
"L3153-38","840295112114","CUPLESS CORSET W/WIDE COLLAR","L3153","BLACK/RED","38","45","No","No","6","07/27/17"
"L3521-32","846073031516","LEATHER STRAPLESS CORSET","L3521","BLACK","32","35","No","No","20",""
"L3521-34","846073031523","LEATHER STRAPLESS CORSET","L3521","BLACK","34","35","No","No","11",""
"L3521-36","846073031530","LEATHER STRAPLESS CORSET","L3521","BLACK","36","35","No","No","11",""
"L3521-38","846073031547","LEATHER STRAPLESS CORSET","L3521","BLACK","38","35","No","No","8",""
"L4113X-1X","846073035750","HALTER TOP W/ ZIPPER FRONT","L4113X","BLACK","1X","30","No","No","10",""
"L4113X-2X","846073035767","HALTER TOP W/ ZIPPER FRONT","L4113X","BLACK","2X","30","No","No","6",""
"L4113X-3X","846073035774","HALTER TOP W/ ZIPPER FRONT","L4113X","BLACK","3X","30","No","No","14",""
"L4113-L","846073035729","HALTER TOP W/ ZIPPER FRONT","L4113","BLACK","L","28","No","No","16",""
